warehouse_order_line_ID,warehouse_order_date,purchase_order_date,purchase_order_no,vendor,is_hazmat,selling_marketplace,selling_marketplace_client_SKU,selling_marketplace_product_title,selling_marketplace_ASIN,selling_marketplace_photo_link,selling_marketplace_bundle_count,purchase_bundle_count,purchase_order_quantity,purchase_order_quantity_single_units,total_sellable_units,total_warehouse_order_cost,sellable_unit_cost,notes_to_warehouse,,warehouse_order_receiving_status,received_single_units_quantity,received_single_units_damaged_quantity,awaiting_single_units,received_sellable_units_quantity,first_received_date,last_received_date,warehouse_notes,,PB_log,PB_unique,sell_bundle,FULL_sku,FULL_sell_bundle,FORMULA_HELPER
412_0000571,,9/12/2025,114-0082899-6593867,amazon,no,UK FBA,Uk-B08KT5HM98,eos coconut waters body lotion - 16 fl oz/473ml,B08KT5HM98,link,1,1,50,50,50,$371.45,$7.43,cancelled,,awaiting,0,0,50,0,,,,,,,,Uk-B08KT5HM98,1,
412_0000572,,9/12/2025,112-6404967-9807451,amazon,no,UK FBA,uk-B08SR9J4XT,"Mad Rabbit Tattoo Aftercare Soothing Gel & Moisturizer As Seen on Shark Tank - Premium Tattoo Supplies for New Tattoo Care, Anti-Itch - Tattoo Care Gel Made with Clean Ingredients",B08SR9J4XT,link,1,1,20,20,20,$290.94,$14.55,,,complete,20,0,0,20,,9/22/2025,,,,,,uk-B08SR9J4XT,1,
412_0000573,,9/12/2025,112-9991674-5837809,amazon,no,UK FBA,uk-B00KGCCZ96,Velveeta Original Cheese Sauce 1 box with 3-4 oz. Pouches,B00KGCCZ96,link,1,1,100,100,100,$278.80,$2.79,,,complete,100,0,0,100,,10/13/2025,,,,,,uk-B00KGCCZ96,1,
412_0000574,,9/12/2025,112-4293484-8748248,amazon,no,UK FBA,uk-B000B3AR04,Irwin Tools 2014400 Pro-Touch Coping Saw,B000B3AR04,link,1,1,10,10,10,$89.30,$8.93,,,complete,10,0,0,10,,9/22/2025,,,,,,uk-B000B3AR04,1,
412_0000575,,9/12/2025,112-1416586-6231419,amazon,no,UK FBA,uk-B01IU3KF08,IROIRO Premium Natural Semi-Permanent Hair Color 20 PURPLE (4oz),B01IU3KF08,link,1,1,30,30,30,$298.50,$9.95,,,complete,30,0,0,30,,9/22/2025,,,,,,uk-B01IU3KF08,1,
412_0000576,,9/12/2025,112-6114661-3090611,amazon,no,UK FBA,uk-B00FENR1W8,Suave Naturals Daily Clarifying Shampoo 12 oz,B00FENR1W8,link,1,1,20,20,20,$122.60,$6.13,,,complete,20,0,0,20,,9/22/2025,,,,,,uk-B00FENR1W8,1,
412_0000577,,9/12/2025,113-2176817-2292219,amazon,no,UK FBA,uk-B08KRR2WN2,"Medela Quick Clean Breast Pump and Accessory Wipes 30 Count, Resealable, Convenient and Hygienic On The Go Cleaning for Tables, Countertops, Chairs, and More",B08KRR2WN2,link,1,1,30,30,30,$132.60,$4.42,,,complete,30,0,0,30,,10/13/2025,,,,,,uk-B08KRR2WN2,1,
412_0000578,,9/13/2025,113-8644617-1393867,amazon,no,UK FBA,uk-B07BRDVQ4B,"AmLactin Daily Moisturizing Body Lotion, 14.1 Ounce Bottle with Pump, Paraben Free",B07BRDVQ4B,link,1,1,100,100,100,"$1,301.00",$13.01,cancelled,,awaiting,0,0,100,0,,,,,,,,uk-B07BRDVQ4B,1,
412_0000579,,9/13/2025,114-9134088-9017835,amazon,no,UK FBA,uk-B07W59CNXQ,MAYBELLINE - SuperStay Matte Ink Liquid Lipstick Mover 160-0.17 fl oz (5 ml),B07W59CNXQ,link,1,1,30,30,30,$152.49,$5.08,,,complete,30,0,0,30,,9/22/2025,,,,,,uk-B07W59CNXQ,1,
412_0000580,,9/19/2025,114-5277636-0533067,amazon,no,UK FBA,uk-B001QX72V0,Revlon Super Lustrous Lipstick - Raisin Rage - 630,B001QX72V0,link,1,1,20,20,20,$130.53,$6.53,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B001QX72V0,1,
412_0000581,,9/19/2025,114-1517132-0692240,amazon,no,UK FBA,uk-B07F458BRP,"Honest Beauty Gentle Gel Cleanser with Chamomile & Calendula Extracts | Sulfate Free, Paraben Free | 5.0 fl. oz.",B07F458BRP,link,1,1,10,10,10,$127.41,$12.74,,,complete,10,0,0,10,,10/13/2025,,,,,,uk-B07F458BRP,1,
412_0000582,,9/19/2025,112-4781759-2039429,amazon,no,UK FBA,uk-B000CQ01GU,Annie's Homegrown Shells & White Cheddar 170 g (Pack of 12),B000CQ01GU,link,12,12,4,48,4,$48.42,$12.11,,,complete,48,0,0,4,,10/13/2025,,,,,,uk-B000CQ01GU,12,
412_0000583,,9/19/2025,112-7097158-5876236,amazon,no,UK FBA,uk-B0014E4DS6,Clabber Girl Double Acting Baking Powder 230g,B0014E4DS6,link,1,1,10,10,10,$23.46,$2.35,,,complete,10,0,0,10,,10/13/2025,,,,,,uk-B0014E4DS6,1,
412_0000584,,9/19/2025,111-9004508-1665039,amazon,no,UK FBA,uk-B0034KWJB6,Wrigleys 5 Gum Rain Spearmint Flavoured Sugarfree Chewing Gum 15 Stick Pack Box Of 10 Packs,B0034KWJB6,link,10,10,40,400,40,$314.16,$7.85,,,complete,400,0,0,40,,10/13/2025,,,,,,uk-B0034KWJB6,10,
412_0000585,,9/19/2025,114-8907344-4009806,amazon,no,UK FBA,uk-B00JMLT22K,"CloSYS Original Unflavored Mouthwsh, Alcohol Free, 32 Ounce (Pack Of 2)",B00JMLT22K,link,2,3,10,30,15,$284.90,$18.99,zarar yazıldı,,partial,22,5,3,11,,10/30/2025,,,,,,uk-B00JMLT22K,2,
412_0000586,,9/19/2025,113-3139366-6445067,amazon,no,UK FBA,uk-B003FULBQ4,Bounce Outdoor Fresh Fabric Softener Sheets 240 Count by Bounce,B003FULBQ4,link,1,1,50,50,50,$422.45,$8.45,,,complete,50,0,0,50,,10/13/2025,,,,,,uk-B003FULBQ4,1,
412_0000587,,9/18/2025,114-8797423-9525014,amazon,no,UK FBA,uk-B01FX5H9P0,"Scrubbing Bubbles Toilet Cleaning Gel, Rain Shower, 1,34 Ounce",B01FX5H9P0,link,1,1,5,5,5,$19.04,$3.81,,,complete,5,0,0,5,,10/13/2025,,,,,,uk-B01FX5H9P0,1,
412_0000588,,9/16/2025,112-6708689-5014630,amazon,no,UK FBA,uk-B07GDT961B,"Cetaphil Cetaphil Pro Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",B07GDT961B,link,1,1,35,35,35,$354.55,$10.13,,,complete,35,0,0,35,,10/13/2025,,,,,,uk-B07GDT961B,1,
412_0000589,,9/16/2025,112-7526778-5801003,amazon,no,UK FBA,uk-B01M7VGHNF,"Dr. Scholl's Dr. Scholl's Comfort and Energy Massaging Gel Insoles for Men, 1 Pair, Size 8-14 1 Pair (New)",B01M7VGHNF,link,1,1,15,15,15,$165.37,$11.02,,,complete,15,0,0,15,,10/13/2025,,,,,,uk-B01M7VGHNF,1,
412_0000590,,9/16/2025,111-5122282-3093821,amazon,no,UK FBA,uk-B0BR4S8FLT,"Topicals High Roller Ingrown Hair Tonic with Salicylic Acid, AHAs and BHAs - Daily Treatment for Razor Bumps, Irritation and Ingrown Hairs - Suitable for Face & Body (1.7 Fl Oz)",B0BR4S8FLT,link,1,1,10,10,10,$221.00,$22.10,,,complete,10,0,0,10,,10/13/2025,,,,,,uk-B0BR4S8FLT,1,
412_0000591,,9/16/2025,111-9224997-4874630,amazon,no,UK FBA,uk-B00DG8F04Y,"NIVEA Essentially Enriched Body Lotion for Dry Skin, 48-Hour Moisturizing Lotion with Deep Nourishing Serum and Almond Oil, 16.9 Fl Oz Pump Bottle",B00DG8F04Y,link,1,1,30,30,30,$137.44,$4.58,iade,,awaiting,0,0,30,0,,,,,,,,uk-B00DG8F04Y,1,
412_0000592,,9/16/2025,114-7563131-9488259,amazon,no,UK FBA,uk-B004CZ2YBW,Thuricide HPC BT 8oz Caterpillar & Worm Control,B004CZ2YBW,link,1,1,40,40,40,$458.66,$11.47,iade,,awaiting,0,0,40,0,,,,,,,,uk-B004CZ2YBW,1,
412_0000593,,9/16/2025,111-4912430-3564219,amazon,no,UK FBA,uk-B00JMLT22K,"CloSYS Original Unflavored Mouthwsh, Alcohol Free, 32 Ounce (Pack Of 2)",B00JMLT22K,link,2,3,10,30,15,$254.91,$16.99,,,complete,30,0,0,15,,10/30/2025,,,,,,uk-B00JMLT22K,2,
412_0000594,,9/16/2025,113-0723986-0930601,amazon,no,UK FBA,uk-B00HTQRLWS,"Tio Nacho Natural Lightening Shampoo, 14 Fluid Ounce by Tio Nacho",B00HTQRLWS,link,1,1,10,10,10,$63.66,$6.37,,,complete,9,1,0,9,,10/13/2025,,,,,,uk-B00HTQRLWS,1,
412_0000595,,9/16/2025,112-8002059-8332219,amazon,no,UK FBA,uk-B000UVGHQK,"siamons international 25326 Mold Control Spray, 32 Ounce (Pack of 1)",B000UVGHQK,link,1,1,3,3,3,$34.11,$11.37,cancelled,,awaiting,0,0,3,0,,,,,,,,uk-B000UVGHQK,1,
412_0000596,,9/16/2025,111-2445976-5336220,amazon,no,UK FBA,uk-B000GJQEMS,Solgar CoQ-10 (Coenzyme Q-10) 200 mg Vegetable Capsules - Pack of 30,B000GJQEMS,link,1,1,5,5,5,$83.89,$16.78,,,complete,5,0,0,5,,10/13/2025,,,,,,uk-B000GJQEMS,1,
412_0000597,,9/16/2025,111-4209844-4729816,amazon,no,UK FBA,uk-B000GJQEMS,Solgar CoQ-10 (Coenzyme Q-10) 200 mg Vegetable Capsules - Pack of 30,B000GJQEMS,link,1,1,5,5,5,$83.89,$16.78,,,complete,5,0,0,5,,10/13/2025,,,,,,uk-B000GJQEMS,1,
412_0000598,,9/16/2025,113-3531945-6501058,amazon,no,UK FBA,uk-B06XH21RDK,"Crest Pro-Health Advanced Deep Clean Mint Toothpaste, 5.1 Oz,",B06XH21RDK,link,1,1,27,27,27,$95.93,$3.55,,,complete,27,0,0,27,,10/13/2025,,,,,,uk-B06XH21RDK,1,
412_0000599,,9/16/2025,112-5975916-2662660,amazon,no,UK FBA,uk-B07N8W8YQ4,"Prime-Line N 7533 Sliding Closet Door Roller Kit, 3/4 in. Wheel Diameter, Convex (Round) Edge Plastic, Stamped Steel Construction, Includes 3/8 in. and 1/2 in. Offset Pairs, Pack of 4, Zinc",B07N8W8YQ4,link,2,2,100,200,100,$329.00,$3.29,,,complete,200,0,0,100,,9/23/2025,,,,,,uk-B07N8W8YQ4,2,
412_0000600,,9/16/2025,113-3958747-6049059,amazon,no,UK FBA,uk-B00028MW1A,"Nature's Way Chlorofresh Liquid Chlorophyll Internal Deodorant, Unflavored, 16 Fluid Ounce",B00028MW1A,link,1,1,40,40,40,$312.46,$7.81,,,complete,40,0,0,40,,10/13/2025,,,,,,uk-B00028MW1A,1,
412_0000601,,9/26/2025,112-2232878-2078624,amazon,no,UK FBA,uk-B09MQZ664G,"V8 Original 100% Vegetable Juice, 5.5 Ounce Can, 8 Count",B09MQZ664G,link,8,8,20,160,20,$94.81,$4.74,,,complete,152,8,0,19,,10/13/2025,,,,,,uk-B09MQZ664G,8,
412_0000602,,9/26/2025,112-4332140-1895466,amazon,no,UK FBA,uk-B09MSTYYPM,"Crystal Light Energizing Variety Pack, 44 ct On-the-Go Packets",B09MSTYYPM,link,1,1,20,20,20,$185.13,$9.26,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B09MSTYYPM,1,
412_0000603,,9/26/2025,112-4957605-2044225,amazon,no,UK FBA,uk-B09MSSZYYM,"Crystal Light Energizing Variety Pack, 44 ct On-the-Go Packets",B09MSSZYYM,link,1,1,30,30,30,$274.89,$9.16,,,complete,30,0,0,30,,10/13/2025,,,,,,uk-B09MSSZYYM,1,
412_0000604,,9/25/2025,112-2339724-7229802,amazon,no,UK FBA,uk-B09YXYFKGG,DEWALT Atomic Compact Series™ 20V MAX* Brushless Cordless 23 Ga. Pin Nailer (Tool Only) (DCN623B),B09YXYFKGG,link,1,1,20,20,20,"$4,636.60",$231.83,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B09YXYFKGG,1,
412_0000605,,9/25/2025,112-1837908-4329868,amazon,no,UK FBA,uk-B000R30LB8,V8 original 100% vegetable juice pack 340 ml,B000R30LB8,link,8,8,20,160,20,$81.80,$4.09,,,partial,120,0,40,15,,9/30/2025,,,,,,uk-B000R30LB8,8,
412_0000606,,9/25/2025,112-4302842-6947404,amazon,no,UK FBA,uk-B07FL7PMNM,,B07FL7PMNM,link,1,1,20,20,20,$142.31,$7.12,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B07FL7PMNM,1,
412_0000607,,9/25/2025,112-6350994-7882616,amazon,no,UK FBA,uk-B000GCK9J4,"Phillips' Caplets, Laxative, 55 Count",B000GCK9J4,link,1,1,12,12,12,$139.44,$11.62,,,complete,12,0,0,12,,10/13/2025,,,,,,uk-B000GCK9J4,1,
412_0000608,,9/25/2025,112-9261412-1438630,amazon,no,UK FBA,uk-B0971RLCR2,"Phosphatidylserine Supplement, 400mg Serving, 240 Capsules – Soy Free Sunflower Lecithin Source",B0971RLCR2,link,1,1,20,20,20,$424.15,$21.21,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B0971RLCR2,1,
412_0000609,,9/25/2025,112-1179453-6423424,amazon,no,UK FBA,uk-B07K3NC8J9,"Aussie Instant ze Sculpting Maximum Hold Hair Gel with Jojoba Oil, Seaweed and Australian Aloe 200ml (Pack of 3)",B07K3NC8J9,link,3,3,15,45,15,$159.12,$10.61,,,complete,45,0,0,15,,10/13/2025,,,,,,uk-B07K3NC8J9,3,
412_0000610,,9/25/2025,112-0789508-8578628,amazon,no,UK FBA,uk-B07GDT961B,"Cetaphil Cetaphil Pro Oil Absorbing Moisturizer With Spf 30 Broad Spectrum Sunscreen, 4 Ounce",B07GDT961B,link,1,1,15,15,15,$169.35,$11.29,,,complete,15,0,0,15,,10/13/2025,,,,,,uk-B07GDT961B,1,
412_0000611,,9/25/2025,112-3937296-4113005,amazon,no,UK FBA,uk-B07BSBBVZW,"Sawyer Products SP5642 20% Picaridin Insect Repellent, Lotion, 4-Ounce, Twin Pack",B07BSBBVZW,link,2,1,150,150,75,"$1,018.50",$13.58,gönderildi,,awaiting,0,0,150,0,,,,,,,,uk-B07BSBBVZW,2,
412_0000612,,9/25/2025,112-9162082-9113828,amazon,no,UK FBA,uk-B000VCFBFG,"Cascade Complete Powder Allin1 Dishwasher Detergent, Fresh, 75 oz",B000VCFBFG,link,1,1,15,15,15,$83.77,$5.58,,,complete,10,5,0,10,,10/13/2025,,,,,,uk-B000VCFBFG,1,
412_0000613,,9/25/2025,112-0715932-5413006,amazon,no,UK FBA,uk-B01AB21E4M,"TriNova Granite Sealer & Protector - Best Stone Surface Protectant & Care Product - Easy Maintenance Method for Clean Countertops, Tile & Floors - No Streaks, Stains, Haze or Water Spots - 18 OZ",B01AB21E4M,link,1,1,12,12,12,$186.84,$15.57,,,complete,12,0,0,12,,10/13/2025,,,,,,uk-B01AB21E4M,1,
412_0000614,,9/25/2025,112-4980628-5886644,amazon,no,UK FBA,uk-B000JVCBBG,"Earth Mama Angel Baby B001FB5Lyi Chest Feeding Natural Nipple Butter, Transparent, 5.72cm x 5.72cm x 5.72cm",B000JVCBBG,link,1,4,5,20,20,$394.50,$19.73,kullanıldı,,extra units,30,0,0,30,,10/13/2025,,,,,,uk-B000JVCBBG,1,
412_0000615,,9/25/2025,112-6250447-2716252,amazon,no,UK FBA,uk-B002DYIZEE,Optimum Nutrition Micronized Creatine Powder 300 g,B002DYIZEE,link,1,1,50,50,50,$738.50,$14.77,,,complete,50,0,0,50,,9/29/2025,,,,,,uk-B002DYIZEE,1,
412_0000616,,9/23/2025,112-9372519-0981002,amazon,no,UK FBA,uk-B07Q9RYX5Z,Palmers Shea Formula Raw Shea Body Lotion For Unisex 33.8 Oz Body Lotion,B07Q9RYX5Z,link,1,1,10,10,10,$107.90,$10.79,,,complete,10,0,0,10,,10/14/2025,,,,,,uk-B07Q9RYX5Z,1,
412_0000617,,9/23/2025,111-0625851-0676206,amazon,no,UK FBA,uk-B0761WRR9X,McCormick Perfect Pinch Salad Supreme Seasoning 233g,B0761WRR9X,link,1,1,20,20,20,$122.74,$6.14,,,complete,20,0,0,20,,10/14/2025,,,,,,uk-B0761WRR9X,1,
412_0000618,,9/23/2025,114-6969353-1362662,amazon,no,UK FBA,uk-B0C5G4TBXC,"Theraworx Relief for Muscle Cramps Roll-On Fast-Acting Muscle Spasm, Leg Soreness with Magnesium Sulfate - 2.5 oz - 1 Count",B0C5G4TBXC,link,1,2,10,20,20,$204.15,$10.21,,,complete,20,0,0,20,,10/14/2025,,,,,,uk-B0C5G4TBXC,1,
412_0000619,,9/23/2025,112-6534167-9413843,amazon,no,UK FBA,uk-B074BLLV81,AZO Complete Feminine Balance Daily Probiotics for Women | 30 Count | Clinically Proven to Help Protect Vaginal Health | Clinically Shown to Work in 7 Days*,B074BLLV81,link,1,1,20,20,20,$367.71,$18.39,,,complete,20,0,0,20,,10/14/2025,,,,,,uk-B074BLLV81,1,
412_0000620,,9/23/2025,114-4988120-0294667,amazon,no,UK FBA,uk-B084R1KZ1Z,Banana Boat Light As Air Reef Friendly Broad Spectrum Sun Protection Lotion SPF 50 6oz Twin Pack,B084R1KZ1Z,link,2,2,30,60,30,$424.32,$14.14,,,complete,60,0,0,30,,10/14/2025,,,,,,uk-B084R1KZ1Z,2,
412_0000621,,9/23/2025,111-6557361-1055442,amazon,no,UK FBA,uk-B01DPA6T38,"L'Oréal Paris Infallible Pro Glow Longwear Foundation, 208 Sun Beige, 30 ml (Amazon Exclusive)",B01DPA6T38,link,1,1,20,20,20,$183.43,$9.17,cancelled,,awaiting,0,0,20,0,,,,,,,,uk-B01DPA6T38,1,
412_0000622,,9/23/2025,112-8403633-8193813,amazon,no,UK FBA,uk-B000NUTUCG,OCUSOFT LID SCRUB FOAM Size: 50 ML,B000NUTUCG,link,1,1,10,10,10,$101.49,$10.15,,,complete,10,0,0,10,,10/14/2025,,,,,,uk-B000NUTUCG,1,
412_0000623,,9/23/2025,111-4959199-0218665,amazon,no,UK FBA,uk-B000VCFBFG,"Cascade Complete Powder Allin1 Dishwasher Detergent, Fresh, 75 oz",B000VCFBFG,link,1,1,3,3,3,$16.75,$5.58,,,complete,1,2,0,1,,10/14/2025,,,,,,uk-B000VCFBFG,1,
412_0000624,,9/22/2025,111-7170068-3205828,amazon,no,UK FBA,uk-B0792MKS8F,"Milkmakers Lactation Cookie Bites, Oatmeal Chocolate Chip, 10 Count",B0792MKS8F,link,1,1,10,10,10,$191.08,$19.11,,,complete,10,0,0,10,,10/14/2025,,,,,,uk-B0792MKS8F,1,
412_0000625,,9/22/2025,112-0213914-3026622,amazon,no,UK FBA,uk-B07BRDVK2L,"AmLactin Rapid Relief Restoring Lotion + Ceramides, 7.9 Ounce, Paraben Free",B07BRDVK2L,link,1,1,30,30,30,$259.84,$8.66,,,complete,30,0,0,30,,10/13/2025,,,,,,uk-B07BRDVK2L,1,
412_0000626,,9/22/2025,112-0366510-4989875,amazon,no,UK FBA,uk-B00VV5KRD8,"Sawyer Products SP564 Premium Insect Repellent with 20% Picaridin, Lotion, 4-Ounce",B00VV5KRD8,link,1,1,100,100,100,$785.00,$7.85,112-3937296-4113005 bu orderdakıler burda,,extra units,250,0,0,250,,10/13/2025,,,,,,uk-B00VV5KRD8,1,
412_0000627,,9/22/2025,114-0938385-1757836,amazon,no,UK FBA,uk-B004BCVC6Y,"L'Oreal Paris Colour Riche Lipcolour, Peony Pink, 0.13 Ounce",B004BCVC6Y,link,1,1,20,20,20,$112.03,$5.60,zarar yazıldı,,partial,19,0,1,19,,10/13/2025,,,,,,uk-B004BCVC6Y,1,
412_0000628,,9/22/2025,114-5599770-4537813,amazon,no,UK FBA,uk-B000BPIM1I,"Roebic Laboratories, Inc. K-97 Main Line Cleaner, 32-Ounce",B000BPIM1I,link,1,1,15,15,15,$128.82,$8.59,,,complete,15,0,0,15,,10/13/2025,,,,,,uk-B000BPIM1I,1,
412_0000629,,9/29/2025,112-7151500-3817837,amazon,no,UK FBA,uk-B003XOYS2Q,"Miracle Whip Mayo-like Dressing, for a Keto and Low Carb Lifestyle, 30 fl oz Jar",B003XOYS2Q,link,1,1,4,4,4,$14.93,$3.73,,,complete,4,0,0,4,,10/13/2025,,,,,,uk-B003XOYS2Q,1,
412_0000630,,9/26/2025,112-5032701-8349032,amazon,no,UK FBA,uk-B00CHHKJ2S,"Dove Men Care Clinical Protection Antiperspirant And Deodorant, 1.7 Oz",B00CHHKJ2S,link,1,1,15,15,15,$104.04,$6.94,112-6683229-0213049 bu ordera ıslendı,,awaiting,0,0,15,0,,,,,,,,uk-B00CHHKJ2S,1,
412_0000631,,9/26/2025,113-4702072-0509002,amazon,no,UK FBA,uk-B003XOYS2Q,"Miracle Whip Mayo-like Dressing, for a Keto and Low Carb Lifestyle, 30 fl oz Jar",B003XOYS2Q,link,1,1,4,4,4,$18.63,$4.66,,,complete,4,0,0,4,,10/13/2025,,,,,,uk-B003XOYS2Q,1,
412_0000632,,9/26/2025,114-5788101-3197043,amazon,no,UK FBA,uk-B01BF6UX5E,NEUTROGENA - Healthy Skin SPF 20 Anti Aging Perfector Fair to Light - 1 fl. oz. (30 ml),B01BF6UX5E,link,1,1,15,15,15,$137.57,$9.17,cancelled,,awaiting,0,0,15,0,,,,,,,,uk-B01BF6UX5E,1,
412_0000633,,9/26/2025,112-2369041-1397025,amazon,no,UK FBA,uk-B003XOYS2Q,"Miracle Whip Mayo-like Dressing, for a Keto and Low Carb Lifestyle, 30 fl oz Jar",B003XOYS2Q,link,1,1,4,4,4,$18.63,$4.66,,,complete,4,0,0,4,,10/13/2025,,,,,,uk-B003XOYS2Q,1,
412_0000634,,9/26/2025,114-3508020-9532264,amazon,no,UK FBA,uk-B07GT27S46,"OGX Locking + Coconut Curls Air Dry Cream, 6 Ounce",B07GT27S46,link,1,1,15,15,15,$95.37,$6.36,,,complete,15,0,0,15,,10/13/2025,,,,,,uk-B07GT27S46,1,
412_0000635,,9/26/2025,113-1190903-8205005,amazon,no,UK FBA,uk-B0776HZ26P,Gatorade G Series Glacier Freeze Frost Thirst Quencher Powder Drink 2.16 kg,B0776HZ26P,link,1,1,10,10,10,$132.34,$13.23,,,complete,10,0,0,10,,10/13/2025,,,,,,uk-B0776HZ26P,1,
412_0000636,,9/26/2025,112-8680206-3857004,amazon,no,UK FBA,uk-B07GLCS7YY,"DEWALT Stud Finder, 3/4”, Locate Framing Studs Efficiently with LED Arrows, Ideal for Wood and Metal, AAA Batteries Included (DW0100)",B07GLCS7YY,link,1,1,50,50,50,$673.50,$13.47,,,complete,50,0,0,50,,10/13/2025,,,,,,uk-B07GLCS7YY,1,
412_0000637,,9/26/2025,112-7986120-6210626,amazon,no,UK FBA,uk-B0BFG4JVC5,"Hasbro Gaming Scattergories Classic Game, Party Game for Adults and Teens Ages 13 and up, Board Game for 2+ Players",B0BFG4JVC5,link,1,1,20,20,20,$255.80,$12.79,,,complete,20,0,0,20,,10/13/2025,,,,,,uk-B0BFG4JVC5,1,
412_0000638,,9/26/2025,112-8219632-1178641,amazon,no,UK FBA,uk-B09MQZ664G,"V8 Original 100% Vegetable Juice, 5.5 Ounce Can, 8 Count",B09MQZ664G,link,8,8,20,160,20,$84.83,$4.24,,,complete,160,0,0,20,,10/14/2025,,,,,,uk-B09MQZ664G,8,
412_0000639,,10/8/2025,112-1904841-0007468,amazon,no,UK FBA,uk-B096SYN2DM,Hawthorne Hair Care Shampoo & Conditioner for Men Contains Thicker Shampoo and Weightless Conditioner,B096SYN2DM,link,2,2,30,60,30,$546.91,$18.23,,,complete,60,0,0,30,,10/30/2025,,,,,,uk-B096SYN2DM,2,
412_0000640,,10/8/2025,112-9787380-9546654,amazon,no,UK FBA,uk-B0DYMKW2GR,RE:CIPE Volufiline Ampoule Recipe 100% Pure Volufiline Serum from Sederma France - Face Care Booster for Face and Body - Moisturising and Anti-Aging Formula for U,B0DYMKW2GR,link,1,1,50,50,50,$424.57,$8.49,,,complete,50,0,0,50,,10/30/2025,,,,,,uk-B0DYMKW2GR,1,
412_0000641,,10/8/2025,112-7670334-4950601,amazon,no,UK FBA,uk-B01ALHAMTK,"Monopoly Ultimate Banking Edition Board Game for Families and Kids Ages 8 and Up, Electronic Banking Unit (Amazon Exclusive)",B01ALHAMTK,link,1,1,30,30,30,$599.10,$19.97,,,complete,30,0,0,30,,10/15/2025,,,,,,uk-B01ALHAMTK,1,
412_0000642,,10/8/2025,112-0167342-5537803,amazon,no,UK FBA,uk-B0CK185NTX,aler - Natural Relief for Nausea - Non-Medicated Non-Drowsy Drug-Free - Essential for Travel - Motion Sickness - Morning Sickness - Use Anytime - 2 Inhalers,B0CK185NTX,link,1,2,40,80,80,$479.10,$5.99,zarar yazıldı,,complete,74,6,0,74,,10/29/2025,,,,,,uk-B0CK185NTX,1,
412_0000643,,10/8/2025,112-2062984-1577844,amazon,no,UK FBA,uk-B0DQPBR1RN,"Ekkovision Weight Lifting Straps With Cuffed D Ring, Wrist Support, Heavy Duty Thick Comfortable Lifting Straps, Secure Fit, Enhanced Grip, Black",B0DQPBR1RN,link,1,1,40,40,40,$849.60,$21.24,,,complete,40,0,0,40,,10/15/2025,,,,,,uk-B0DQPBR1RN,1,
412_0000644,,10/8/2025,112-9347739-1526667,amazon,no,UK FBA,uk-B002YI74U0,"Walex Bio-Active Home Septic Tank Treatment - Strong Digestive Power with Beneficial Bacteria & Enzymes for Liquefying Solids & Breaking Down Waste, Odor Neutralizer -1 Year Supply, 12 Packets",B002YI74U0,link,1,1,30,30,30,$323.34,$10.78,zarar yazıldı,,complete,28,2,0,28,,10/14/2025,,,,,,uk-B002YI74U0,1,
412_0000645,,10/8/2025,112-6798494-2570645,amazon,no,UK FBA,uk-B09M7JZG3Z,MY LITTLE PONY Meet the Mane 6 Ponies Collection,B09M7JZG3Z,link,1,1,25,25,25,$499.75,$19.99,,,complete,25,0,0,25,,10/14/2025,,,,,,uk-B09M7JZG3Z,1,
412_0000646,,10/8/2025,112-1960006-8643466,amazon,no,UK FBA,uk-B07QQ3M74T,"Miss Mouth's Messy Eater Stain Treater Spray - 118ml 3 Pack Stain Remover - Newborn & Baby Essentials - No Dry Cleaning Food, Grease, Coffee Off Laundry, Underwear, Fabric",B07QQ3M74T,link,3,3,10,30,10,$177.35,$17.74,,,complete,30,0,0,10,,10/15/2025,,,,,,uk-B07QQ3M74T,3,
412_0000647,,10/8/2025,112-2211167-9560267,amazon,no,UK FBA,uk-B07F458BRP,"Honest Beauty Gentle Gel Cleanser with Chamomile & Calendula Extracts | Sulfate Free, Paraben Free | 5.0 fl. oz.",B07F458BRP,link,1,1,10,10,10,$88.31,$8.83,,,complete,10,0,0,10,,10/15/2025,,,,,,uk-B07F458BRP,1,
412_0000648,,10/8/2025,112-7533623-2084260,amazon,no,UK FBA,uk-B09ZK8Y6SB,"Dr. Brown’s Milestones Wide-Neck Transitional Sippy Bottle with Silicone Handles, 9oz 6m+ Light Pink and Ecru 2-Pack",B09ZK8Y6SB,link,2,2,25,50,25,$274.50,$10.98,,,complete,50,0,0,25,,10/14/2025,,,,,,uk-B09ZK8Y6SB,2,
412_0000649,,10/8/2025,112-2560521-5557805,amazon,no,UK FBA,uk-B09MQZ664G,"V8 Original 100% Vegetable Juice, 5.5 Ounce Can, 8 Count",B09MQZ664G,link,8,8,30,240,30,$127.24,$4.24,,,complete,240,0,0,30,,10/15/2025,,,,,,uk-B09MQZ664G,8,
