warehouse_order_line_ID,warehouse_order_date,purchase_order_date,purchase_order_no,vendor,is_hazmat,selling_marketplace,selling_marketplace_client_SKU,selling_marketplace_product_title,selling_marketplace_ASIN,selling_marketplace_photo_link,selling_marketplace_bundle_count,purchase_bundle_count,purchase_order_quantity,purchase_order_quantity_single_units,total_sellable_units,total_warehouse_order_cost,sellable_unit_cost,notes_to_warehouse,,warehouse_order_receiving_status,received_single_units_quantity,received_single_units_damaged_quantity,awaiting_single_units,received_sellable_units_quantity,first_received_date,last_received_date,warehouse_notes,FORMULA_HELPER
258_0000841,,1/27/2025,112-2863089-9307449,(amazon) Amazon,,CA,B07C1ZQ3DV,"Super Poligrip Zinc Free Denture and Partials Adhesive Cream, 2.4 ounce (Pack of 4)",B07C1ZQ3DV,https://amazon.ca/dp/B07C1ZQ3DV,2,4,13,52,26,$199.03,$7.66,,,complete,52,0,0,26,,2/5/2025,,
258_0000842,,1/27/2025,112-7313440-9015426,(amazon) ONESTO LABS PVT. LTD.,,CA,B0CQ298XJM,"Chemist at Play Brightening Body Wash | Glowing Skin Vitamin C Bodywash | Helps to Reduce Fades Dark Spots, Evens out Skin Tone | Alpha Arbutin | 30X Vitamin C with Camu Camu | For Women & Men | 236ml",B0CQ298XJM,https://amazon.ca/dp/B0CQ298XJM,1,1,15,15,15,$134.85,$8.99,,,complete,15,0,0,15,,2/4/2025,,
258_0000843,,1/27/2025,112-4414531-2477066,(amazon) CosmeSearch,,CA,18.98__24.98__34.54__44.99,"CosmeSearch, Inc. Ultra Secret Lift Pro - Instant Neck Lift",B074CQC2NG,https://amazon.ca/dp/B074CQC2NG,1,1,30,30,30,$406.80,$13.56,,,partial,3,0,27,3,,2/4/2025,"NO SLIP/ 3RD PARTY, fbm 27 MISSING",
258_0000844,,1/27/2025,112-3045674-5714606,(amazon) Amazon,,CA,B00DG8F04Y,"NIVEA Essentially Enriched Body Lotion for Dry Skin, 48-Hour Moisturizing Lotion with Deep Nourishing Serum and Almond Oil, 16.9 Fl Oz Pump Bottle",B00DG8F04Y,https://amazon.ca/dp/B00DG8F04Y,1,1,27,27,27,$147.11,$5.45,refund issued,,awaiting,0,0,27,0,,12/30/1899,,
258_0000845,,1/27/2025,111-4661164-8095455,(amazon) Amazon,,CA,B07Y91BMSK,"NIVEA Lip Care, Fruity Tinted Lip Balm Variety Pack, Galentine's Day Gifts for Her, With Cherry, Strawberry, Blackberry and Watermelon Flavors, 0.17 Oz Stick, Pack of 4",B07Y91BMSK,https://amazon.ca/dp/B07Y91BMSK,4,4,30,120,30,$300.13,$10.00,,,complete,120,0,0,30,,2/13/2025,,
258_0000846,,1/27/2025,112-3189002-3229803,(amazon) Amazon,,CA,B08NWWSCWM,"Sea Bond Secure Denture Adhesive Seals, Original Lowers, Zinc-Free, All-Day-Hold, Mess-Free, 30 Count (Pack of 4)",B08NWWSCWM,https://amazon.ca/dp/B08NWWSCWM,4,4,30,120,30,$683.40,$22.78,,,complete,120,0,0,30,,2/5/2025,,
258_0000847,,1/27/2025,112-1931565-1157045,(amazon) Amazon,,CA,B00TJ6WLN0,"Mitchum Women's Deodorant, Antiperspirant Stick, Triple Odor Defense Gel, 48 Hr Protection, Shower Fresh, 3.4 Oz (Pack of 2)",B00TJ6WLN0,https://amazon.ca/dp/B00TJ6WLN0,2,2,27,54,27,$130.95,$4.85,,,complete,54,0,0,27,,2/4/2025,,
258_0000848,,1/27/2025,112-3700501-6833033,(amazon) Wink Well,,CA,6.86__8.22__14.77__18.99,"Wink Well Baby Teething Relief for Infants and Kids, Cooling, Soothing Natural Gel for Sore Gums and Other Teething Discomfort, May Be Used As A Toddler Training Toothpaste (Twin Pack, 15 ml Each)",B071KLZ6VP,https://amazon.ca/dp/B071KLZ6VP,2,2,10,20,10,$113.65,$11.37,,,complete,20,0,0,10,,2/4/2025,,
258_0000849,,1/27/2025,112-3130974-7226628,(amazon) Wink Well,,CA,6.86__8.22__14.77__18.99,"Wink Well Baby Teething Relief for Infants and Kids, Cooling, Soothing Natural Gel for Sore Gums and Other Teething Discomfort, May Be Used As A Toddler Training Toothpaste (Twin Pack, 15 ml Each)",B071KLZ6VP,https://amazon.ca/dp/B071KLZ6VP,2,2,10,20,10,$114.80,$11.48,,,complete,20,0,0,10,,2/4/2025,,
258_0000850,,1/27/2025,112-0566270-8069012,(amazon) Boca Deals,,CA,B003HGGPLW,"Crayola Broad Line Markers (12ct), Washable Markers for Kids, Arts & Crafts Supplies, Coloring Markers, Gifts for Kids & Toddlers, 3+",B003HGGPLW,https://amazon.ca/dp/B003HGGPLW,1,1,1,1,1,$4.72,$4.72,,,complete,1,0,0,1,,2/13/2025,,
258_0000851,,1/27/2025,112-3484317-3746642,(amazon) Amazon.com,,CA,B003HGGPLW,"Crayola Broad Line Markers (12ct), Washable Markers for Kids, Arts & Crafts Supplies, Coloring Markers, Gifts for Kids & Toddlers, 3+",B003HGGPLW,https://amazon.ca/dp/B003HGGPLW,1,1,25,25,25,$124.50,$4.98,,,complete,25,0,0,25,,2/4/2025,,
258_0000852,,1/27/2025,112-3504869-3881011,(amazon) Amazon,,CA,B07Y91BMSK,"NIVEA Lip Care, Fruity Tinted Lip Balm Variety Pack, Galentine's Day Gifts for Her, With Cherry, Strawberry, Blackberry and Watermelon Flavors, 0.17 Oz Stick, Pack of 4",B07Y91BMSK,https://amazon.ca/dp/B07Y91BMSK,1,1,30,30,30,$335.44,$11.18,,,complete,30,0,0,30,,2/5/2025,,
258_0000853,,1/26/2025,112-6220472-8797801,(amazon) Amazon.com,,CA,B008BMCLNI,"Micro Esential QT-40 Quat Dispenser, 0-500 PPM 10 Roll Box",B008BMCLNI,https://amazon.ca/dp/B008BMCLNI,1,10,8,80,80,$437.23,$5.47,,,complete,80,0,0,80,,2/13/2025,,
258_0000854,,1/26/2025,112-1505871-2784230,(amazon) Smiles By Design 816,,CA,B00Z7YQ35A,Assorted Flavored Professional Strength Tooth Polish - (Medium Grit),B00Z7YQ35A,https://amazon.ca/dp/B00Z7YQ35A,1,1,30,30,30,$167.28,$5.58,,,complete,30,0,0,30,,2/4/2025,,
258_0000855,,1/26/2025,112-3703587-3985009,(amazon) Amazon,,CA,B00NV9KLXS,"NIVEA Nourishing In Shower Lotion, Body Lotion for Dry Skin, 13.5 Fl Oz Bottle",B00NV9KLXS,https://amazon.ca/dp/B00NV9KLXS,1,1,27,27,27,$167.08,$6.19,,,complete,27,0,0,27,,2/5/2025,,
258_0000856,,1/26/2025,113-5220809-3209815,(amazon) PURITO KOREA,,CA,B0BNGTVVNG,"PURITO Oat-in Intense Cream 150ml / 5.07 fl. oz, Vegan Ingredients, Cruelty-Free, Facial cream",B0BNGTVVNG,https://amazon.ca/dp/B0BNGTVVNG,1,1,30,30,30,$321.02,$10.70,,,complete,30,0,0,30,,2/13/2025,,
258_0000857,,1/26/2025,111-9065992-4537829,(amazon) Amazon,,CA,B0823G9S2M,"Bioré T-Zone Blackhead Remover Strips, Deep Cleansing Pore Strips, (5 Nose + 5 Face + 5 Chin Strips), Instant Pore Unclogging for the T-Zone Area, 15 Count",B0823G9S2M,https://amazon.ca/dp/B0823G9S2M,1,1,20,20,20,$191.80,$9.59,,,complete,20,0,0,20,,2/17/2025,,
258_0000858,,1/26/2025,114-1005194-5740202,(amazon) Amazon,,CA,B07HRY2R1K,"GoodSense Nicotine Lozenge 4 mg, Reduce Nicotine Cravings and Stop Smoking with a Nicotine Replacement Therapy, 108 Count",B07HRY2R1K,https://amazon.ca/dp/B07HRY2R1K,1,1,30,30,30,$948.48,$31.62,,,complete,30,0,0,30,,2/17/2025,,
258_0000859,,1/28/2025,6011568500,kissusa,,CA,B0886KZ4XW,Kiss Strip Lash Adhesive Clear (3 Pack),B0886KZ4XW,https://www.amazon.ca/dp/B0886KZ4XW,2,3,10,30,15,$59.50,$3.97,,,complete,30,0,0,15,,2/4/2025,,
258_0000860,,1/28/2025,111-2658550-8643456,"(amazon) CCA Industries, LLC.",,CA,B00APNR7VC,Plus White 5 Minute Premier Teeth Whitening System,B00APNR7VC,https://amazon.ca/dp/B00APNR7VC,1,1,5,5,5,$44.95,$8.99,,,complete,5,0,0,5,,2/17/2025,,
258_0000861,,1/28/2025,114-7789719-5933041,(amazon) Amazon,,CA,B00W4DDRXI,"Dunkin' Cinnamania Flavored Ground Coffee, 11 Ounce (Pack of 1)",B00W4DDRXI,https://amazon.ca/dp/B00W4DDRXI,1,1,10,10,10,$63.66,$6.37,,,complete,10,0,0,10,,2/17/2025,,
258_0000862,,1/28/2025,114-0754868-9674646,(amazon) Amazon.com,,CA,B077NPFTGR,"Method Heavy Duty Degreaser, Lemongrass Scent, Oven Cleaner & Stove Top Cleaner, 28 Oz Spray Bottle (Pack of 1),(Packaging may vary)",B077NPFTGR,https://amazon.ca/dp/B077NPFTGR,1,1,15,15,15,$55.97,$3.73,refund issued,,awaiting,0,0,15,0,,12/30/1899,,
258_0000863,,1/28/2025,114-5285794-8700207,(amazon) Amazon,,CA,B00TJ6WLN0,"Mitchum Women's Deodorant, Antiperspirant Stick, Triple Odor Defense Gel, 48 Hr Protection, Shower Fresh, 3.4 Oz (Pack of 2)",B00TJ6WLN0,https://amazon.ca/dp/B00TJ6WLN0,2,2,8,16,8,$42.70,$5.34,3 units refunded,,partial,10,0,6,5,,1/1/1725,,
258_0000864,,1/28/2025,112-9056652-4297006,(amazon) Amazon,,CA,B07DQX9B7G,"Curel Hydra Therapy, Itch Defense Moisturizer, Wet Skin Lotion, 12 Ounce, with Advanced Ceramide Complex, Vitamin E, & Oatmeal Extract, Helps to Repair Moisture Barrier",B07DQX9B7G,https://amazon.ca/dp/B07DQX9B7G,1,1,12,12,12,$112.44,$9.37,,,complete,12,0,0,12,,2/4/2025,,
258_0000865,,1/28/2025,112-2753818-3588232,(amazon) RCMA Makeup,,CA,B01ETVTASI,RCMA | Translucent Loose Powder | Flawless Finish | Professional Makeup | Setting Powder | All Skin Types | 3oz Bottle,B01ETVTASI,https://amazon.ca/dp/B01ETVTASI,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,2/13/2025,,
258_0000866,,1/28/2025,112-1407247-9820261,(amazon) CLEAN PEOPLE.,,CA,B0BCM8XWR1,"THE CLEAN PEOPLE Washing Machine Cleaner - Washer Machine Cleaner Tablets for Removing Odor, Grime & Scale Buildup - Front Load and Top Load Laundry Machine Cleaner - 6 Count",B0BCM8XWR1,https://amazon.ca/dp/B0BCM8XWR1,1,1,25,25,25,$280.25,$11.21,,,complete,25,0,0,25,,2/4/2025,,
258_0000867,,1/28/2025,112-1953870-2309004,(amazon) Amazon,,CA,B007ZZSOH4,"Cafe La Llave Dark Roast Ground Espresso Coffee, 10 oz Brick - Rich and Bold Cuban-Style Blend for Moka Pot, Espresso Machine, or Drip Coffee Maker - Strong, Aromatic Flavor",B007ZZSOH4,https://amazon.ca/dp/B007ZZSOH4,1,1,30,30,30,$101.74,$3.39,,,complete,30,0,0,30,,2/17/2025,,
258_0000868,,1/28/2025,112-1124644-5557827,(amazon) JAUNTY GROUP LLC,,CA,B0BW77CWZY,Jaunty Qasil Powder 100 Grams | 3.5 oz Ancient Somali Beauty Secret - Plant Based Mask Natural Deep Cleansing,B0BW77CWZY,https://amazon.ca/dp/B0BW77CWZY,1,1,10,10,10,$149.15,$14.92,,,complete,10,0,0,10,,2/4/2025,,
258_0000869,,1/28/2025,112-8156057-6337805,(amazon) NEXGEL,,CA,B07FXVJYZR,Gaynor Minden Dancers Dots | Gel Blister Pads | Hydrogel Patches for Prevention of Blisters | Instant Cooling and Soothing Relief | 90-Count (2 Sizes),B07FXVJYZR,https://amazon.ca/dp/B07FXVJYZR,1,1,10,10,10,$158.20,$15.82,,,complete,10,0,0,10,,2/4/2025,,
258_0000870,,1/28/2025,112-7327164-4900244,(amazon) Papaya Express,,CA,B01847PJTM,"Torabika Cappuccino Instant Coffee 20-ct, 500 Gram",B01847PJTM,https://amazon.ca/dp/B01847PJTM,1,1,12,12,12,$107.88,$8.99,,,complete,12,0,0,12,,2/4/2025,,
258_0000871,,1/28/2025,111-5610254-8425823,(amazon) RCMA Makeup,,CA,B01E1WYSN2,RCMA No Color Powder | Setting Powder | Professional Makeup | Universal | All skin types | 3oz,B01E1WYSN2,https://amazon.ca/dp/B01E1WYSN2,1,1,6,6,6,$81.00,$13.50,,,complete,6,0,0,6,,2/17/2025,,
258_0000872,,1/28/2025,112-8724923-2876243,(amazon) RCMA Makeup,,CA,B01E1WYSN2,RCMA No Color Powder | Setting Powder | Professional Makeup | Universal | All skin types | 3oz,B01E1WYSN2,https://amazon.ca/dp/B01E1WYSN2,1,1,6,6,6,$85.50,$14.25,,,complete,6,0,0,6,,2/4/2025,,
258_0000873,,1/28/2025,112-3597349-3718606,(amazon) Amazon,,CA,B082XGL21J,"Gorilla Super Glue Gel XL, 25 Gram, Clear, (Pack of 1)",B082XGL21J,https://amazon.ca/dp/B082XGL21J,1,1,10,10,10,$80.00,$8.00,,,complete,10,0,0,10,,2/4/2025,,
258_0000874,,1/28/2025,112-7737742-7393869,(amazon) AX Beauty Brands,,CA,B00TAM6FNU,"NATURE WELL Extra Virgin Coconut Oil Moisturizing Cream for Face, Body, & Hands, Anti Aging, Firming, Restores Skin's Moisture Barrier, Provides Intense Hydration For Dry & Dull Skin (16 Oz)",B00TAM6FNU,https://amazon.ca/dp/B00TAM6FNU,1,1,10,10,10,$117.80,$11.78,,,complete,10,0,0,10,,2/17/2025,,
258_0000875,,1/28/2025,112-7970381-5276220,(amazon) Amazon.com,,CA,B09T3SZ79V,Safer Home SH503 Indoor Plug-In Fly Trap Refill Pack of Glue Cards for SH502 Indoor Fly Trap - 3 Count (Pack of 1),B09T3SZ79V,https://amazon.ca/dp/B09T3SZ79V,1,1,30,30,30,$209.10,$6.97,,,complete,30,0,0,30,,2/4/2025,,
258_0000876,,1/28/2025,113-2602886-4497816,(amazon) Amazon,,CA,B000052YFW,"Nicorette Nicotine Gum to Help Stop Smoking, 4 mg, Original Stop Smoking Aid - 110 Count",B000052YFW,https://amazon.ca/dp/B000052YFW,1,1,6,6,6,$258.01,$43.00,,,complete,6,0,0,6,,2/17/2025,,
258_0000877,,1/28/2025,113-0861583-1911453,(amazon) Amazon,,CA,B07YCYCG53,"Shout Color Catcher Sheets for Laundry, Allow Mixed Washes, Prevents Color Runs and Maintains Original Clothing, 72 Count - Pack of 2 (144 Total Sheets)",B07YCYCG53,https://amazon.ca/dp/B07YCYCG53,4,4,10,40,10,$392.02,$39.20,,,partial,10,0,30,3,,2/13/2025,,
258_0000878,,1/28/2025,114-5673380-7614619,(amazon) Amazon.com,,CA,B0761WRR9X,"McCormick Perfect Pinch Salad Supreme Seasoning, 8.25 oz",B0761WRR9X,https://amazon.ca/dp/B0761WRR9X,1,1,10,10,10,$57.80,$5.78,,,complete,10,0,0,10,,2/17/2025,,
258_0000879,,1/28/2025,112-8851213-0899442,(amazon) Amazon,,CA,B00H3T7BCQ,"GHIRARDELLI Dark Chocolate Flavored Melting Wafers, 10 OZ Bag",B00H3T7BCQ,https://amazon.ca/dp/B00H3T7BCQ,1,1,4,4,4,$20.52,$5.13,,,complete,4,0,0,4,,2/4/2025,,
258_0000880,,1/28/2025,114-9344497-7825800,(amazon) Amazon,,CA,B004T6G9VA,"Cafe La Llave Dark Roast Ground Espresso Coffee, 16 oz Brick - Rich and Bold Cuban-Style Blend for Moka Pot, Espresso Machine, or Drip Coffee Maker - Strong, Aromatic Flavor",B004T6G9VA,https://amazon.ca/dp/B004T6G9VA,1,1,10,10,10,$54.23,$5.42,,,complete,10,0,0,10,,2/17/2025,,
258_0000881,,1/28/2025,112-2979926-5093041,(amazon) Smiles By Design 816,,CA,B00Z7J0SCY,Mint Flavored Professional Strength Tooth Polish - (X-Coarse Grit),B00Z7J0SCY,https://amazon.ca/dp/B00Z7J0SCY,1,1,30,30,30,$167.28,$5.58,,,complete,30,0,0,30,,2/17/2025,,
258_0000882,,1/28/2025,111-5773719-4662651,(amazon) Amazon,,CA,B008VSZG6G,"Dash Salt-Free Seasoning Blend, Southwest Chipotle, 2.5 Ounce (Pack of 8)",B008VSZG6G,https://amazon.ca/dp/B008VSZG6G,1,8,4,32,32,$64.43,$2.01,refunded,,complete,0,32,0,0,,2/17/2025,"FARKLI URUN, FOTO PAYLAS.",
258_0000883,,1/28/2025,111-2106244-5300258,(amazon) Amazon,,CA,B0748J34WZ,"Dixie Medium Paper Plates, 8.5 Inch, 90 Count, 2X Stronger*, Microwave-Safe, Soak-Proof, Cut Resistant, Disposable Plates For Everyday Breakfast, Lunch, & Dinner Meals",B0748J34WZ,https://amazon.ca/dp/B0748J34WZ,1,1,10,10,10,$50.91,$5.09,,,complete,10,0,0,10,,2/13/2025,,
258_0000884,,1/28/2025,111-3283655-0735462,(amazon) Amazon,,CA,B005EIIAPA,"L'Oreal Paris Voluminous Smoldering Eyeliner, Black (Packaging May Vary)",B005EIIAPA,https://amazon.ca/dp/B005EIIAPA,1,1,10,10,10,$76.33,$7.63,,,complete,10,0,0,10,,2/13/2025,,
258_0000885,,1/28/2025,112-4013834-7068202,(amazon) Easy@Home,,CA,B07P7LSW57,"Premom Quantitative Ovulation Test Strips, Ovulation Predictor Kit with Smart Digital Ovulation Reader APP, Numerical Ovulation Tests, 20 LH Test",B07P7LSW57,https://amazon.ca/dp/B07P7LSW57,1,1,5,5,5,$63.70,$12.74,,,complete,5,0,0,5,,2/17/2025,,
258_0000886,,1/28/2025,113-5394168-5673047,(amazon) Amazon,,CA,B00PO9NHES,"Harney and Sons Hot Cinnamon Spice, Bag of 50 Sachets, Black Tea w/Orange Pieces and Cloves (Pack of 1) (Packaging may vary)",B00PO9NHES,https://amazon.ca/dp/B00PO9NHES,1,1,20,20,20,$221.00,$11.05,,,complete,20,0,0,20,,2/13/2025,,
258_0000887,,1/29/2025,24309,sausagemakersupplies,,CA,B00FZ9LEEW,Jalapeno Smoked Sausage Seasoning by AC Legg,B00FZ9LEEW,https://www.sausagemakersupplies.com/a-c-legg-139-jalape-o-smoked-sausage-seasoning/,1,1,17,17,17,$127.55,$7.50,,,complete,17,0,0,17,,2/5/2025,,
258_0000888,,1/29/2025,112-6008634-8173834,(amazon) Genuinefirsts International LLC,,CA,B01K4DSOXW,Anmum Materna Chocolate Reduced Fat Powdered Milk Drink for Pregnant Women 375gr,B01K4DSOXW,https://amazon.ca/dp/B01K4DSOXW,1,1,1,1,1,$27.27,$27.27,,,complete,1,0,0,1,,2/5/2025,,
258_0000889,,1/29/2025,112-6634551-4800230,(amazon) Pacific Best Choice,,CA,B01K4DSOXW,Anmum Materna Chocolate Reduced Fat Powdered Milk Drink for Pregnant Women 375gr,B01K4DSOXW,https://amazon.ca/dp/B01K4DSOXW,1,1,5,5,5,$126.25,$25.25,,,complete,5,0,0,5,,2/26/2025,,
258_0000890,,1/29/2025,112-2313520-5588223,(amazon) allbeddingpro llc,,CA,B08GPJHMV8,"Longrich Toothpaste White Tea Multi-Effect, Fluoride Free.",B08GPJHMV8,https://amazon.ca/dp/B08GPJHMV8,1,1,10,10,10,$149.50,$14.95,,,complete,10,0,0,10,,2/5/2025,,
258_0000891,,1/29/2025,112-1424071-8740204,"(amazon) LifeScience PLUS, Inc.",,CA,B00BITE7QA,"BloodSTOP-Hemostatic Dressing: Controls Bleeding Fast, Natural, Plant-Based Wound Dressing, Cuts, Road Rash, Abrasions, Nosebleeds, Bleeding Control Kit, Stop The Bleed Kit - Safe for All Ages, 10 Ct",B00BITE7QA,https://amazon.ca/dp/B00BITE7QA,1,1,10,10,10,$169.90,$16.99,,,partial,9,0,1,9,,2/5/2025,NO SLIP,
258_0000892,,1/29/2025,112-1964708-5277031,(amazon) Amazon.com,,CA,B0173MKEUI,"Philips automotive lighting 2357 LongerLife Miniature Bulb, 2 Pack (2357LLB2)",B0173MKEUI,https://amazon.ca/dp/B0173MKEUI,2,2,15,30,15,$87.60,$5.84,,,complete,30,0,0,15,,2/5/2025,,
258_0000893,,1/29/2025,112-0816848-1297035,(amazon) Amazon,,CA,B00KHVW51E,"3MTM MicrofoamTM Surgical Tape, 1528-1, 1 inch x 5 1/2 yard (2,5cm x 5m),Stretched, 12 Rolls/Carton, 6 Cartons/Case",B00KHVW51E,https://amazon.ca/dp/B00KHVW51E,12,12,8,96,8,$174.00,$21.75,,,complete,96,0,0,8,,2/5/2025,,
258_0000894,,1/29/2025,112-2309054-5677842,(amazon) de zhi lan,,CA,B0C9PYGJ9D,"lethooly Nursing Pillow Cover,2-Pack Removable Cover for Breastfeeding Pillows,Ultra-Soft Baby Nursing Pillow, Fits Newborn Feeding Pillow 22.5in*18in Polyester（Rosebuds and Vines）...",B0C9PYGJ9D,https://amazon.ca/dp/B0C9PYGJ9D,2,2,10,20,10,$139.90,$13.99,,,complete,20,0,0,10,,2/13/2025,,
258_0000895,,1/29/2025,112-3758630-1313810,(amazon) TheGoldenRule,,CA,B07MMG1T71,Synonymous 15x8 inch mop pad Compatible with OCedar Mop Heads Replacement (2 Pack Compatible Refills for O'Cedar Floor and More Mop),B07MMG1T71,https://amazon.ca/dp/B07MMG1T71,2,2,10,20,10,$79.90,$7.99,,,complete,20,0,0,10,,2/5/2025,,
258_0000896,,1/29/2025,112-6611924-9890642,(amazon) Amazon.com,,CA,B000AM8T38,"Mr. Heater F271239 One-Stop Universal Gas-Appliance Hook-Up Kit,Small",B000AM8T38,https://amazon.ca/dp/B000AM8T38,1,1,10,10,10,$137.00,$13.70,,,complete,10,0,0,10,,2/5/2025,,
258_0000897,,1/29/2025,112-5470759-9420207,(amazon) TorSor USA Direct,,CA,B0CKSJMB6T,"TorSor 3 Pack Screw Driver Bit Adapter Standard 6.35mm 1/4"" Outside To System 4mm Inside Micro Bit Hex Socket Shank for Manual Electric Tool Adaptor Holder Precision Bits Set Screwdriver Converter",B0CKSJMB6T,https://amazon.ca/dp/B0CKSJMB6T,3,3,15,45,15,$73.20,$4.88,,,complete,42,3,0,14,,2/13/2025,,
258_0000898,,1/29/2025,112-2361429-4861813,(amazon) Keshengao.INC,,CA,B0DJ5V6QHD,"Dental Lab Instant Bonding Dental Glue, Gel (1oz), Quick Adhesive, Experience a Secure Bond That Lasts from Days to Weeks",B0DJ5V6QHD,https://amazon.ca/dp/B0DJ5V6QHD,1,1,10,10,10,$329.90,$32.99,,,complete,10,0,0,10,,2/13/2025,,
258_0000899,,1/29/2025,112-3973418-2463436,(amazon) Amazon.com,,CA,B08B6PBCCB,"Dr Teal's Body Wash, Nourish & Protect with Coconut Oil, 24 fl oz",B08B6PBCCB,https://amazon.ca/dp/B08B6PBCCB,1,1,2,2,2,$11.74,$5.87,,,complete,2,0,0,2,,2/13/2025,,
258_0000900,,1/29/2025,112-6353189-7251463,(amazon) Amazon.com,,CA,B0C6NBX187,"Elmhurst Milked Cashews, Unsweetened, Dairy Free, Vegan Friendly, Kosher, Gluten Free & Non-GMO, 32 Fluid Ounce (Pack of 6)",B0C6NBX187,https://amazon.ca/dp/B0C6NBX187,6,6,10,60,10,$85.70,$8.57,,,complete,48,12,0,8,,2/5/2025,SKT 2024,
258_0000901,,1/29/2025,112-1425849-0224227,(amazon) RCMA Makeup,,CA,B01E1WYSN2,RCMA No Color Powder | Setting Powder | Professional Makeup | Universal | All skin types | 3oz,B01E1WYSN2,https://amazon.ca/dp/B01E1WYSN2,1,1,6,6,6,$90.00,$15.00,,,complete,6,0,0,6,,2/13/2025,,
258_0000902,,1/29/2025,112-0276212-5521846,(amazon) Amazon,,CA,B0BHKW3G8T,NUK for NatureTM Everlast Weighted Straw Cup,B0BHKW3G8T,https://amazon.ca/dp/B0BHKW3G8T,1,1,8,8,8,$59.92,$7.49,,,complete,8,0,0,8,,2/13/2025,,
258_0000903,,1/29/2025,114-2651025-6381802,(amazon) Blue Sky Associates LLC,,CA,B0CSJX874H,"Red Seal Brilliant Mint Whitening Toothpaste, Vegan Friendly, Cruelty Free, Fluoride Free, No Synthetic Colors or Artificial Flavors, NATRUE Certified Natural Ingredients, Paraben & SLS Free, 3.53 oz",B0CSJX874H,https://amazon.ca/dp/B0CSJX874H,1,1,10,10,10,$79.10,$7.91,,,complete,10,0,0,10,,2/13/2025,,
258_0000904,,1/29/2025,112-4910702-1222660,(amazon) Amazon,,CA,B004L8V95C,Urnex Cafiza Espresso Machine Cleaning Tablets 8 Count (Pack of 1),B004L8V95C,https://amazon.ca/dp/B004L8V95C,1,1,15,15,15,$103.65,$6.91,,,complete,15,0,0,15,,2/13/2025,NO SLIP,
258_0000905,,1/29/2025,112-6355296-8706616,(amazon) Amazon.com,,CA,B0014E4DS6,"Clabber Girl Double Acting Baking Powder, 8.1 Ounce",B0014E4DS6,https://amazon.ca/dp/B0014E4DS6,1,1,20,20,20,$52.60,$2.63,,,complete,20,0,0,20,,2/13/2025,NO SLIP,
258_0000906,,1/29/2025,112-0706275-4480246,(amazon) ECOPIONEER,,CA,B0CDG2CV6Q,"Ksend Toilet Bowl Cleaner Tablets 20 PCS - Automatic Toilet Bowl Cleaners with Bleach, Slow-Releasing Toilet Tank Cleaners for Deodorizing & Descaling, Bathroom Cleaner",B0CDG2CV6Q,https://amazon.ca/dp/B0CDG2CV6Q,1,1,2,2,2,$23.74,$11.87,,,complete,2,0,0,2,,2/4/2025,,
258_0000907,,1/29/2025,112-8265054-3661038,(amazon) ECOPIONEER,,CA,B0CDG2CV6Q,"Ksend Toilet Bowl Cleaner Tablets 20 PCS - Automatic Toilet Bowl Cleaners with Bleach, Slow-Releasing Toilet Tank Cleaners for Deodorizing & Descaling, Bathroom Cleaner",B0CDG2CV6Q,https://amazon.ca/dp/B0CDG2CV6Q,1,1,2,2,2,$23.98,$11.99,,,complete,2,0,0,2,,2/13/2025,,
258_0000908,,1/29/2025,112-7235005-0848251,(amazon) futulkyus,,CA,B09QSPZ2FG,"FutulkyUS Kids Replacement Brush Heads for Philips Sonicare: Electric Soft Toothbrush Head Compitable with 4100, Standard Head for Boy Girl Over 7 Years Old, 6 Pack",B09QSPZ2FG,https://amazon.ca/dp/B09QSPZ2FG,6,6,3,18,3,$44.97,$14.99,,,complete,18,0,0,3,,2/13/2025,,
258_0000909,,1/29/2025,112-0983710-8953008,(amazon) SuperSorb Supplies,,CA,B008M797DE,Newsorb 35 Grams Sodium Polyacrylate - Superabsorbent Diaper Polymer,B008M797DE,https://amazon.ca/dp/B008M797DE,1,1,12,12,12,$97.08,$8.09,,,complete,12,0,0,12,,2/5/2025,,
258_0000910,,1/29/2025,112-7940144-2069835,(amazon) Amazon.com,,CA,B008XDXU44,"Elmer's All Purpose School Glue Sticks, Washable, 7 Grams, 60 Count",B008XDXU44,https://amazon.ca/dp/B008XDXU44,60,60,10,600,10,$177.40,$17.74,,,complete,600,0,0,10,,2/13/2025,,
258_0000911,,1/29/2025,112-6585084-2658628,(amazon) Amazon,,CA,B00ADRHOY0,"Neutrogena Healthy Lengths Mascara for Stronger, Longer Lashes, Clump-, Smudge- and Flake-Free Mascara with Olive Oil, Vitamin E and Rice Protein, Black 02,.21 oz",B00ADRHOY0,https://amazon.ca/dp/B00ADRHOY0,1,1,15,15,15,$106.45,$7.10,,,complete,15,0,0,15,,2/13/2025,,
258_0000912,,1/29/2025,112-0129686-2174644,(amazon) Amazon.com,,CA,B0054QZIL6,"Diaper Dekor Classic Diaper Pail Refills, Most Economical Refill System | Quick & Easy to Replace | No Preset Bag Size Use Only What You Need | Exclusive End-of-Liner Marking, Multicolor",B0054QZIL6,https://amazon.ca/dp/B0054QZIL6,1,1,10,10,10,$126.90,$12.69,,,partial,9,0,1,9,,2/5/2025,,
